# lat,lon,elevation,time
5.049626599999999854e+01,1.636633899999999997e+01,4.118999999999999773e+02,1.662883472000000000e+09
5.049624899999999883e+01,1.636631699999999867e+01,4.118999999999999773e+02,1.662883473000000000e+09
5.049623299999999659e+01,1.636629500000000093e+01,4.118999999999999773e+02,1.662883474000000000e+09
5.049621499999999941e+01,1.636626599999999954e+01,4.120000000000000000e+02,1.662883475000000000e+09
5.049619599999999764e+01,1.636623200000000011e+01,4.121000000000000227e+02,1.662883476000000000e+09
5.049618000000000251e+01,1.636619400000000013e+01,4.121999999999999886e+02,1.662883477000000000e+09
5.049616300000000280e+01,1.636615199999999959e+01,4.123000000000000114e+02,1.662883478000000000e+09
5.049615299999999962e+01,1.636611800000000017e+01,4.123000000000000114e+02,1.662883479000000000e+09
5.049613999999999692e+01,1.636608800000000130e+01,4.123999999999999773e+02,1.662883480000000000e+09
5.049611999999999767e+01,1.636605799999999888e+01,4.125000000000000000e+02,1.662883481000000000e+09
5.049610400000000254e+01,1.636603399999999908e+01,4.126000000000000227e+02,1.662883482000000000e+09
5.049607999999999919e+01,1.636601100000000031e+01,4.126999999999999886e+02,1.662883483000000000e+09
5.049606500000000153e+01,1.636598899999999901e+01,4.128000000000000114e+02,1.662883484000000000e+09
5.049604699999999724e+01,1.636595799999999912e+01,4.130000000000000000e+02,1.662883485000000000e+09
5.049603499999999912e+01,1.636592200000000119e+01,4.131000000000000227e+02,1.662883486000000000e+09
5.049602200000000352e+01,1.636588300000000018e+01,4.131999999999999886e+02,1.662883487000000000e+09
5.049601200000000034e+01,1.636585099999999926e+01,4.133000000000000114e+02,1.662883488000000000e+09
5.049600199999999717e+01,1.636582200000000142e+01,4.133999999999999773e+02,1.662883489000000000e+09
5.049599099999999652e+01,1.636580599999999919e+01,4.135000000000000000e+02,1.662883490000000000e+09
5.049598199999999792e+01,1.636578000000000088e+01,4.136000000000000227e+02,1.662883491000000000e+09
5.049597599999999886e+01,1.636575099999999949e+01,4.136999999999999886e+02,1.662883492000000000e+09
5.049595599999999962e+01,1.636571599999999904e+01,4.138000000000000114e+02,1.662883493000000000e+09
5.049593500000000290e+01,1.636568400000000167e+01,4.138999999999999773e+02,1.662883494000000000e+09
5.049591900000000066e+01,1.636565900000000084e+01,4.141000000000000227e+02,1.662883495000000000e+09
