 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
    0,        0,        91,       0,               0,    414.4,        -14.3
    2,        0,        89,       0,               0,    414.4,        -13.4
    3,      0.4,        89,       0,           0.143,    414.4,        -14.2
    4,      0.4,        90,       0,           0.107,    414.4,        -14.7
    5,      2.8,        90,     162,            0.56,      414,        -14.7
    6,      5.2,        90,     162,           0.868,    413.7,        -15.3
    7,      7.8,        89,     162,           1.552,    413.3,        -14.2
    8,     11.6,        90,     162,           2.222,    412.7,        -14.7
    9,     15.5,        93,     162,           3.014,    412.2,        -14.4
   10,     19.5,        96,     164,           3.334,    411.6,        -14.4
   11,     23.7,        98,     166,           3.704,      411,        -15.1
   12,     28.2,       102,     166,           4.088,    410.3,        -15.2
   13,     32.7,       106,     168,           4.228,    409.6,        -15.5
   14,     36.6,       108,     168,            4.22,      409,          -15
   15,     40.5,       112,     174,           4.208,    408.4,        -15.2
   16,     44.8,       115,     174,           4.218,    407.8,        -15.3
   17,     49.1,       116,     174,           4.176,    407.1,        -15.1
   18,     53.6,       121,     174,           4.182,    406.4,        -15.7
   19,     57.8,       122,     174,           4.232,    405.8,        -15.3
   20,       62,       124,     180,           4.304,    405.1,        -15.1
   21,     66.1,       126,     182,           4.258,    404.5,        -15.4
   22,     70.2,       128,     182,           4.224,    403.9,        -15.3
   23,       74,       130,     184,           4.078,    403.3,        -15.2
   24,     78.3,       130,     184,           4.116,    402.6,        -14.9
   25,     82.6,       132,     184,           4.116,      402,        -14.2
   26,       87,       129,     182,           4.168,    401.4,        -13.6
   27,     90.9,       132,     182,            4.14,    400.9,        -13.5
   28,     94.5,       135,     182,           4.096,    400.4,        -12.5
   29,     98.2,       136,     180,           3.966,    399.9,        -12.4
   30,    102.1,       138,     180,           3.904,    399.5,          -12
   31,    106.2,       140,     180,           3.844,      399,        -11.7
   32,    110.3,       137,     176,           3.874,    398.5,        -14.2
   33,    113.6,       142,     176,           3.822,    398.1,        -14.4
   34,    118.4,       144,     176,           4.036,    397.2,        -14.5
   35,    121.5,       144,     176,            3.87,    396.8,        -13.7
   36,    125.4,       146,     176,           3.854,    396.3,         -9.3
   37,    129.6,       147,     176,           3.872,    395.9,           -6
   38,    133.4,       148,     176,           3.972,    395.8,         -3.8
   39,    138.2,       149,     176,           3.962,    395.8,         -1.3
   40,    141.2,       149,     174,           3.946,    395.7,         -0.7
   41,    144.9,       150,     174,           3.896,    395.7,         -1.5
   42,    148.4,       151,     174,           3.752,    395.7,         -0.7
   43,    151.9,       153,     174,             3.7,    395.6,         -0.7
   44,    155.6,       153,     172,           3.486,    395.6,         -0.7
   45,    159.2,       153,     172,           3.598,    395.6,            0
   46,      163,       153,     172,           3.608,    395.6,          0.7
   47,    166.6,       154,     172,            3.64,    395.6,          0.7
   48,      170,       155,     172,           3.604,    395.7,          1.7
   49,    172.7,       155,     172,           3.426,    395.7,          1.9
   50,      175,       156,     172,           3.156,    395.8,         36.2
   51,    176.9,       156,     172,           2.794,    395.8,         44.9
   52,    178.8,       154,     170,           2.446,    399.1,         42.7
   53,    180.5,       157,     170,           2.102,    399.5,           44
   54,    182.1,       157,     172,           1.872,    399.9,         25.5
   55,    183.5,       157,     172,           1.702,    400.3,         25.8
   56,    187.3,       157,     172,           2.064,    401.2,           25
   57,    189.4,       157,     172,           2.114,    401.8,         24.5
   58,    189.4,       157,     172,           1.786,    401.8,           25
   59,    192.9,       157,     172,            2.16,    402.6,         24.7
   60,    192.9,       158,     172,           1.878,    402.6,         20.6
   61,    195.9,       156,     172,           1.728,    403.4,           25
   62,    198.2,       155,     172,           1.754,    403.9,         24.8
   63,    199.6,       154,     172,           2.034,    403.9,         24.8
   64,    201.3,       153,     172,           1.678,    404.7,         23.9
   65,    201.3,       152,     172,           1.678,    404.7,         24.5
   66,    204.2,       152,     172,            1.66,    405.4,         27.6
   67,    205.2,       151,     172,            1.41,    405.6,         23.4
   68,    206.8,       151,     128,           1.438,      406,           24
   69,    208.4,       151,     128,           1.418,    406.4,         24.1
   70,    209.7,       150,     120,           1.688,    406.7,           24
   71,    210.7,       150,     120,           1.296,    406.9,         24.5
   72,    211.7,       150,     120,           1.292,    407.2,         24.3
   73,    211.7,       150,     130,           0.984,    407.2,         23.8
   74,    214.6,       149,     130,           1.252,    407.9,         24.4
   75,    214.6,       148,     130,           0.982,    407.9,         24.9
   76,    217.4,       148,     122,           1.354,    408.6,         24.4
   77,    218.9,       148,     122,           1.438,    408.9,         24.4
   78,    220.4,       148,     122,            1.74,    409.3,         24.4
   79,    221.9,       147,     122,           1.462,    409.7,         23.6
   80,    223.6,       147,     122,           1.792,      410,         24.1
   81,    225.3,       147,     122,           1.568,    410.5,         24.4
   82,    226.8,       146,     122,           1.594,    410.8,         23.8
   83,    228.5,       146,     122,           1.618,    411.2,           25
   84,    230.1,       146,       0,           1.624,    411.6,         24.1
   85,    231.4,       146,       0,            1.57,      412,         24.4
   86,    232.9,       145,     126,           1.512,    412.3,         24.6
   87,    234.4,       144,     126,           1.512,    412.7,         24.6
   88,    234.4,       144,     130,           1.186,    412.7,         23.9
   89,    235.9,       144,     130,           1.178,    413.1,         24.3
   90,    237.4,       144,     130,           1.196,    413.4,         24.4
   91,    240.7,       144,     130,           1.562,    414.2,         24.3
   92,    242.3,       144,     130,           1.582,    414.6,         24.1
   93,    242.3,       143,     130,           1.582,    414.6,         24.6
   94,    243.9,       143,     128,           1.592,      415,         24.9
   96,      248,       143,     126,           1.466,      416,         25.5
   97,      248,       143,     126,           1.136,      416,         25.7
   98,    249.2,       143,     122,            1.38,    416.4,         25.2
   99,    250.3,       143,     122,           1.274,    416.6,         24.9
  100,    250.3,       142,     122,           1.062,    416.6,         25.7
  101,    252.4,       143,     122,           0.886,    417.2,         25.7
  102,    253.4,       141,     122,           1.092,    417.4,           25
  103,    254.7,       142,       0,           1.106,    417.7,           26
  104,    256.6,       140,       0,           1.272,    418.2,         25.5
  105,    258.1,       141,       0,           1.562,    418.6,         25.3
  106,    259.6,       140,       0,            1.44,      419,         25.6
  107,      261,       139,       0,            1.52,    419.4,         26.4
  108,      261,       138,      30,           1.262,    419.4,           26
  109,    263.9,       138,      30,            1.45,    420.1,         25.8
  110,    265.3,       137,      30,           1.438,    420.4,         25.6
  111,    266.5,       136,      30,           1.376,    420.8,         25.3
  112,    266.5,       136,     122,            1.09,    420.8,         25.5
  113,    269.3,       135,     120,           1.658,    421.5,         24.9
  114,    269.3,       134,     120,            1.09,    421.5,         25.3
  115,    272.1,       133,     120,            1.37,    422.2,         25.4
  116,    272.1,       133,     120,           1.126,    422.2,         25.4
  117,    275.1,       132,     120,           1.726,    422.9,         25.3
  118,    276.4,       133,     122,           1.404,    423.2,         25.1
  119,    276.4,       131,     122,           1.404,    423.2,         25.7
  120,    279.1,       131,     122,           1.398,      424,         26.7
  121,      280,       131,     122,            1.58,    424.2,         26.2
  122,    281.3,       131,     128,           1.232,    424.5,         26.4
  123,    282.6,       132,     128,           1.252,    424.9,         24.9
  124,    282.6,       130,     128,           1.252,    424.9,         24.9
  125,    283.9,       130,     128,           0.956,    425.2,         25.1
  126,    286.6,       130,     120,           1.308,    425.9,         26.1
  127,      288,       130,     120,           1.332,    426.2,         25.4
  128,      288,       130,     120,           1.066,    426.2,         25.4
  129,    290.4,       130,     120,            1.55,    426.8,         25.5
  130,    291.6,       130,     120,           1.548,    427.2,         24.9
  131,    291.6,       130,       0,           1.014,    427.2,         25.3
  132,    294.4,       130,       0,           1.292,    427.9,         26.2
  133,    294.4,       129,       0,           1.292,    427.9,         26.1
  134,    295.8,       129,       0,           1.092,    428.2,         25.3
  135,    298.6,       128,       0,           1.396,    428.9,         25.3
  136,    299.9,       128,       0,           1.652,    429.3,           25
  137,    301.1,       127,       0,           1.334,    429.6,         25.2
  138,    301.1,       127,       0,           1.334,    429.6,         25.9
  139,    303.9,       127,       0,            1.61,    430.3,         25.7
  140,    305.2,       126,       0,           1.314,    430.6,         24.3
  141,    306.5,       126,     112,           1.328,    430.9,         24.3
  142,    308.3,       126,     112,           1.438,    431.4,         24.7
  143,    309.9,       126,     112,           1.768,    431.8,         24.5
  144,    311.4,       126,       0,           1.494,    432.1,           25
  145,    312.9,       126,       0,           1.538,    432.5,         24.3
  146,    314.4,       126,       0,           1.572,    432.9,         24.3
  147,    315.8,       126,     122,            1.51,    433.2,         24.8
  148,    317.4,       126,     122,           1.486,    433.6,         25.5
  149,      319,       125,     122,           1.528,      434,         24.8
  150,    320.2,       125,     122,           1.466,    434.3,           25
  151,    320.2,       125,     122,           1.162,    434.3,         24.8
  152,    323.1,       125,     122,            1.46,    435.1,         25.7
  153,    324.5,       124,     122,           1.426,    435.4,         25.4
  154,    325.8,       123,     122,           1.368,    435.7,         25.7
  155,    325.8,       123,     122,           1.124,    435.7,         24.9
  156,    328.2,       122,     122,           1.606,    436.4,           25
  157,    329.6,       122,     122,           1.302,    436.7,         25.4
  158,    330.7,       122,     120,           1.246,      437,         25.4
  159,      332,       122,      30,           1.226,    437.3,           24
  160,      332,       122,      30,           1.226,    437.3,         24.6
  161,    334.7,       122,     124,           1.294,      438,           25
  162,    336.1,       122,     124,           1.286,    438.3,         25.2
  163,    337.4,       122,     124,            1.34,    438.6,         25.3
  164,    337.4,       121,     124,            1.09,    438.6,         25.3
  165,      340,       121,     124,            1.61,    439.3,         25.6
  166,    341.4,       121,     128,            1.34,    439.7,         25.4
  167,    341.4,       121,     128,            1.07,    439.7,         26.3
  168,    344.2,       121,     128,           1.362,    440.4,         26.2
  169,    345.6,       121,     128,           1.646,    440.8,         25.9
  170,    347.1,       121,      30,           1.418,    441.1,         25.6
  171,    348.4,       121,      30,           1.402,    441.5,         25.8
  172,    348.4,       121,      30,           1.402,    441.5,         25.4
  173,    349.9,       121,      30,            1.13,    441.8,         25.7
  174,    352.4,       121,      30,           1.342,    442.5,         26.4
  175,    352.4,       121,       0,            1.05,    442.5,         25.4
  176,    354.9,       122,       0,           1.286,    443.1,         26.8
  177,    354.9,       120,       0,           1.286,    443.1,         26.1
  178,    357.3,       121,       0,           1.492,    443.8,         25.8
  179,    358.6,       120,       0,           1.258,    444.1,         26.5
  180,    359.9,       120,     116,           1.516,    444.5,         26.7
  181,    361.2,       120,     116,           1.264,    444.8,         26.7
  182,    362.4,       119,     116,           1.512,    445.1,         26.4
  183,    362.4,       119,     116,           1.016,    445.1,         26.9
  184,    363.9,       119,       0,           1.048,    445.5,         26.5
  185,    366.1,       119,       0,           1.232,    446.1,           26
  186,    366.1,       118,       0,           0.984,    446.1,         26.3
  187,    368.7,       118,       0,           1.254,    446.8,         26.4
  188,    370.1,       117,       0,            1.54,    447.2,         26.2
  189,    370.1,       118,       0,           1.246,    447.2,         26.6
  190,    372.7,       118,       0,            1.32,    447.8,         26.6
  191,    374.1,       118,      32,           1.602,    448.2,         26.1
  192,    374.1,       118,      32,           1.084,    448.2,         25.6
  193,      375,       119,      32,            0.97,    448.5,         25.6
  194,    377.7,       119,       0,           1.526,    449.2,         26.2
  195,    379.4,       119,       0,            1.34,    449.6,         26.1
  196,    379.4,       119,     116,           1.058,    449.6,         25.4
  197,    381.8,       119,     118,           1.548,    450.2,           25
  198,    383.7,       119,     118,           1.756,    450.7,         25.9
  199,    385.2,       119,     112,            1.49,    451.1,         25.9
  200,    386.7,       119,     112,           1.466,    451.5,         26.3
  201,    388.1,       119,     112,            1.75,    451.8,         25.5
  202,    389.4,       119,      32,            1.52,    452.2,         25.3
  203,    390.7,       119,     118,           1.392,    452.5,         25.3
  204,    392.1,       119,      30,           1.382,    452.9,         25.3
  205,    393.6,       119,       0,           1.368,    453.2,         23.4
  206,    394.8,       118,       0,           1.334,    453.5,         24.8
  207,    396.3,       119,       0,           1.362,    453.9,           25
  208,    397.4,       118,       0,           1.336,    454.2,         24.5
  209,    398.4,       118,       0,           1.258,    454.2,         24.6
  210,    398.4,       118,       0,           0.966,    454.4,         24.6
  211,    400.7,       118,       0,            1.18,      455,         25.1
  212,    401.9,       118,       0,            1.12,    455.3,         24.8
  213,    403.1,       118,       0,           1.148,    455.6,         26.8
  214,    404.1,       116,     124,           1.152,    455.8,           25
  215,    404.1,       117,     124,           1.152,    455.8,         24.9
  216,    406.8,       117,     124,            1.21,    456.5,         28.4
  217,    408.3,       118,     120,           1.286,    456.9,         27.7
  218,    409.6,       117,     120,           1.292,    457.2,           28
  219,    410.8,       115,     120,           1.324,    457.5,         28.8
  220,      411,       115,     112,           1.368,    457.9,         28.1
  221,      411,       117,     112,           0.846,    457.9,         27.6
  222,      412,       116,       0,           0.738,    458.1,         27.4
  223,    414.2,       117,       0,           0.926,    458.7,         27.6
  224,    415.4,       117,       0,           0.918,      459,         27.5
  225,    416.4,       116,       0,           1.074,    459.2,           25
  226,    417.6,       116,       0,           1.328,    459.5,           25
  227,    418.9,       114,       0,           1.376,    459.8,           25
  228,    420.1,       116,       0,           1.174,    460.1,         24.9
  229,      421,       117,       0,           1.118,    460.3,         25.6
  230,      421,       118,       0,           0.918,    460.3,         25.9
  231,      423,       116,       0,           1.074,    460.9,         25.9
  232,    424.6,       116,       0,            1.15,    461.3,         26.1
  233,    425.8,       119,       0,           1.148,    461.6,         25.8
  234,    427.3,       117,       0,           1.268,      462,         26.1
  235,    428.4,       116,       0,           1.498,    462.3,         25.5
  236,    429.7,       116,       0,           1.332,    462.6,         24.9
  237,    429.7,       116,       0,           1.012,    462.6,         25.9
  238,    432.1,       116,       0,           1.252,    463.2,         25.5
  239,    432.1,       116,       0,           0.958,    463.2,         25.4
  240,    434.4,       116,       0,           1.186,    463.8,         25.1
  241,    435.4,       116,       0,           1.156,      464,         25.1
  242,    436.6,       116,       0,           1.398,    464.4,         25.6
  243,    437.9,       116,       0,            1.16,    464.7,         25.2
  244,    437.9,       116,       0,            1.16,    464.7,         25.3
  245,      440,       116,       0,           1.128,    465.2,         25.7
  246,    441.1,       116,       0,           1.128,    465.5,         24.7
  247,    441.1,       116,       0,           0.886,    465.5,         24.7
  248,    442.4,       116,       0,           0.906,    465.8,         25.5
  249,    444.7,       116,       0,           1.356,    466.4,           26
  250,      446,       116,       0,           1.188,    466.7,         25.3
  251,    447.2,       116,       0,           1.222,      467,         26.2
  252,    447.2,       116,       0,           1.222,      467,         26.2
  253,      450,       116,       0,           1.522,    467.8,         25.9
  254,    451.3,       116,       0,           1.336,    468.1,         26.7
  255,    452.7,       116,       0,           1.354,    468.5,         27.1
  256,    453.8,       116,       0,           1.324,    468.8,         26.7
  257,    455.1,       117,       0,            1.58,    469.1,         26.8
  258,    456.4,       117,       0,            1.28,    469.5,         27.4
  259,    457.5,       117,       0,           1.238,    469.8,         26.7
  260,    458.6,       117,       0,           1.182,    470.1,         26.3
  261,    460.8,       117,       0,           1.404,    470.7,         27.3
  262,    460.8,       117,       0,           1.148,    470.7,         26.3
  263,    460.8,       117,       0,           0.882,    470.7,         26.6
  264,      463,       117,       0,           1.086,    471.2,         26.5
  265,    464.1,       117,     102,           1.086,    471.5,         26.7
  266,    465.4,       114,     102,           0.904,    471.9,         26.9
  267,    466.7,       116,       0,            1.17,    472.2,         26.9
  268,    467.7,       116,       0,            1.37,    472.5,           28
  269,    468.8,       116,       0,           1.174,    472.8,         27.9
  270,    469.8,       117,       0,            1.15,    473.1,         26.6
  271,    471.3,       116,     108,            1.18,    473.5,         27.2
  272,    472.3,       116,     108,           1.114,    473.8,           27
  273,    472.3,       115,     108,           0.914,    473.8,         27.2
  274,    474.4,       116,     112,            1.12,    474.4,         26.8
  275,    475.9,       116,     112,            1.21,    474.7,         27.2
  276,      477,       115,     112,           1.142,      475,         26.7
  277,    478.8,       116,     112,           1.306,    475.5,         26.7
  278,    479.9,       115,     112,           1.524,    475.8,         26.8
  279,    481.5,       118,       0,           1.422,    476.3,         27.6
  280,    481.5,       117,       0,           1.136,    476.3,         27.5
  281,    483.8,       115,       0,           1.376,    476.9,         27.4
  282,    483.8,       115,       0,           1.012,    476.9,         27.4
  283,      486,       115,       0,           1.226,    477.5,           28
  284,    487.2,       114,       0,           1.124,    477.8,         27.7
  285,    488.2,       114,       0,           1.336,    478.1,         27.5
  286,    489.4,       114,       0,           1.106,    478.4,         27.4
  287,    489.4,       114,       0,           1.106,    478.4,         27.3
  288,    491.6,       114,       0,           1.128,    479.1,         27.4
  289,    492.5,       115,       0,           1.076,    479.3,         27.5
  290,    493.7,       114,       0,            1.09,    479.6,         27.6
  291,    494.8,       114,     112,           1.082,    479.9,         27.6
  292,    494.8,       114,     112,           1.082,    479.9,         27.1
  293,    497.3,       115,     112,           1.132,    480.6,         27.9
  294,    498.8,       115,     112,           1.248,      481,         27.9
  295,    499.9,       114,     112,           1.244,    481.3,         28.2
  296,    500.9,       111,     112,           1.218,    481.6,         28.2
  297,      502,       114,       0,           1.442,    481.9,         28.5
  298,    502.9,       114,       0,           1.126,    482.2,         28.2
  299,    504.1,       114,       0,           1.056,    482.5,         28.1
  300,    505.4,       114,       0,           1.104,    482.9,         28.1
  301,    505.4,       113,       0,           0.908,    482.9,         28.3
  302,    507.5,       114,       0,             1.1,    483.5,         28.7
  303,    508.4,       114,       0,           1.088,    483.7,         28.1
  304,    509.5,       114,       0,            1.08,      484,         28.3
  305,    510.5,       114,       0,           1.028,    484.3,         27.8
  306,    511.5,       114,       0,           1.212,    484.6,         27.7
  307,    512.5,       115,       0,           0.994,    484.9,         27.8
  308,    512.5,       114,       0,           0.818,    484.9,         28.5
  309,    514.3,       114,       0,           0.972,    485.4,           28
  310,    515.5,       114,       0,            0.99,    485.7,         27.7
  311,    516.9,       114,       0,           1.084,    486.1,         27.9
  312,    518.3,       114,       0,           1.164,    486.5,         27.9
  313,    519.3,       114,       0,            1.36,    486.8,         27.9
  314,    520.5,       114,       0,           1.246,    487.1,         27.9
  315,    521.6,       114,       0,           1.216,    487.4,         27.8
  316,    522.9,       114,      32,           1.194,    487.8,         27.8
  317,    523.8,       114,      32,           1.106,      488,         27.2
  318,    525.1,       114,      32,           1.162,    488.4,         28.2
  319,    526.2,       114,       0,           1.138,    488.7,         28.2
  320,    526.2,       114,       0,           0.932,    488.7,         27.6
  321,    528.4,       114,       0,            1.11,    489.3,         27.5
  322,    529.5,       113,       0,           1.146,    489.6,         27.6
  323,    530.8,       113,       0,           1.154,      490,         27.8
  324,    532.2,       113,       0,           1.192,    490.4,         27.8
  325,    533.4,       112,       0,           1.424,    490.7,         28.1
  326,    534.4,       112,       0,            1.19,    490.9,         28.3
  327,    535.2,       112,       0,           1.136,    491.2,         27.4
  328,    536.3,       113,       0,           1.098,    491.5,         27.2
  329,    537.6,       113,       0,           1.088,    491.8,           27
  330,    539.4,       112,       0,           1.216,    492.4,         28.4
  331,    539.4,       112,       0,           1.016,    492.4,         27.5
  332,    540.8,       112,       0,           1.124,    492.7,         27.6
  333,    542.5,       112,       0,            1.23,    493.2,           28
  334,    543.7,       112,       0,           1.216,    493.5,           28
  335,    544.9,       112,       0,             1.1,    493.9,         26.8
  336,    545.8,       112,       0,           1.266,    494.1,         27.8
  337,    546.8,       112,       0,             1.2,    494.4,         27.2
  338,    547.6,       111,       0,            1.03,    494.6,         27.4
  339,    549.1,       111,       0,            1.07,      495,         27.8
  340,    550.3,       110,       0,           1.066,    495.3,           27
  341,    551.3,       110,       0,           1.104,    495.6,         26.8
  342,    551.3,       109,       0,            0.89,    495.6,         27.5
  343,    552.2,       109,       0,           0.914,    495.9,         27.6
  344,    554.1,       109,       0,           1.014,    496.4,         27.3
  345,      555,       108,       0,           0.936,    496.6,         27.4
  346,    555.8,       108,       0,            0.91,    496.8,         27.1
  347,    556.6,       108,       0,           1.064,    497.1,         27.1
  348,    557.8,       108,       0,           1.112,    497.4,         27.2
  349,    557.8,       108,       0,           0.724,    497.4,         27.2
  350,    558.6,       108,       0,            0.73,    497.6,         27.4
  351,    560.7,       108,       0,            0.98,    498.2,         27.9
  352,    561.6,       108,       0,           1.004,    498.4,         27.2
  353,    562.5,       108,     108,           0.944,    498.7,         27.3
  354,    562.5,       108,     108,           0.944,    498.7,         27.6
  355,    565.2,       108,     108,           1.316,    499.4,         27.1
  356,    566.3,       108,     108,           1.102,    499.7,         27.7
  357,    566.3,       108,     114,           0.924,    499.7,           27
  358,    568.8,       108,     114,           1.254,    500.4,           27
  359,      570,       108,     114,             1.5,    500.7,         27.3
  360,      570,       108,     114,            0.96,    500.7,         27.6
  361,    572.3,       108,     114,           1.212,    501.4,         27.1
  362,    573.2,       108,     114,           1.394,    501.6,         27.7
  363,    574.3,       108,     114,           1.118,    501.9,         26.9
  364,    574.3,       108,     114,           0.872,    501.9,         27.2
  365,    575.7,       109,     114,            1.14,    502.3,         26.4
  366,    577.7,       108,     114,           1.076,    502.8,         26.8
  367,    578.5,       108,     114,           1.058,    503.1,         27.1
  368,    579.9,       108,     114,           1.114,    503.4,         26.7
  369,    580.7,       107,     114,           1.264,    503.6,         26.7
  370,    582.9,       108,     114,           1.448,    504.2,         27.1
  371,    582.9,       108,     114,           1.046,    504.2,           27
  372,    583.9,       108,     114,           1.082,    504.5,         26.3
  373,    583.9,       108,       0,           0.802,    504.5,         26.6
  374,    585.9,       107,       0,           1.054,      505,         26.6
  375,    587.3,       107,       0,           0.874,    505.4,         26.9
  376,    587.3,       107,       0,           0.874,    505.4,         26.5
  377,    589.2,       107,       0,           1.048,    505.9,         27.1
  378,    589.2,       107,       0,           1.048,    505.9,           27
  379,    591.6,       107,       0,           1.128,    506.5,         26.4
  380,      593,       107,     104,           1.134,    506.9,         26.4
  381,      593,       107,     104,           1.134,    506.9,         26.8
  382,    595.7,       107,       0,           1.314,    507.7,         27.6
  383,    597.1,       107,       0,            1.58,      508,         27.6
  384,    598.3,       107,       0,            1.34,    508.3,           27
  385,    599.2,       107,       0,           1.254,    508.6,           27
  386,    600.3,       107,       0,            1.46,    508.9,           27
  387,    600.9,       107,       0,           1.038,    509.1,         26.9
  388,    602.1,       107,     102,           1.006,    509.4,         27.3
  389,      603,       107,     102,           0.936,    509.6,         27.6
  390,      603,       107,     102,           0.744,    509.6,         26.7
  391,    604.1,       107,     102,            0.76,    509.9,         26.5
  392,    605.8,       108,     102,           0.966,    510.4,         26.2
  393,    606.8,       107,     102,           0.942,    510.6,           26
  394,      608,       107,     112,           1.018,      511,           26
  395,      608,       108,     112,           1.018,      511,           26
  396,    610.2,       108,     112,           1.236,    511.5,         26.6
  397,    611.2,       107,     112,           1.094,    511.8,         26.5
  398,    612.5,       107,     112,           1.136,    512.1,         25.9
  399,    612.5,       108,     112,           0.888,    512.1,         25.9
  400,    613.7,       107,     112,           1.134,    512.4,         26.5
  401,    616.1,       107,     112,           1.172,    513.1,         26.1
  402,    617.3,       107,     112,           1.226,    513.4,         26.3
  403,    618.5,       107,     112,           1.198,    513.7,         26.3
  404,      620,       107,     112,           1.504,    514.1,         26.5
  405,    621.6,       107,     112,            1.57,    514.5,         25.3
  406,    621.6,       107,     112,           1.092,    514.5,         25.6
  407,    622.7,       107,       0,           1.076,    514.8,         25.4
  408,      625,       107,       0,           1.308,    515.4,         25.5
  409,    626.4,       107,       0,           1.278,    515.7,         25.5
  410,    627.5,       108,     106,           1.192,      516,         26.2
  411,    627.5,       107,     106,           1.192,      516,         26.3
  412,    629.1,       107,     106,           1.274,    516.4,         25.9
  413,    630.2,       107,     106,           1.036,    516.7,         25.1
  414,    630.2,       109,     106,            0.76,    516.7,         25.5
  415,    632.6,       109,     106,           1.022,    517.4,         25.7
  416,    632.6,       106,     106,           1.022,    517.4,         25.7
  417,    633.9,       105,     106,           0.964,    517.7,         25.4
  418,    634.9,       105,     122,            0.95,    517.9,         25.2
  419,    637.4,       104,     122,           1.436,    518.5,         23.6
  420,    637.4,       104,     122,           0.948,    518.5,         23.6
  421,    638.4,       108,     122,           1.156,    518.8,         23.9
  422,    641.3,       108,     122,           1.474,    519.5,         23.7
  423,    642.5,       108,     122,           1.516,    519.7,         24.4
  424,    644.1,       108,     114,            1.34,    520.1,         24.4
  425,    645.4,       107,     114,            1.61,    520.4,         23.2
  426,    647.1,       107,     114,           1.736,    520.8,         23.8
  427,    647.1,       107,     114,            1.16,    520.8,         23.4
  428,      648,       106,     114,             1.1,    521.1,         22.9
  429,    651.3,       106,     114,           1.456,    521.8,         23.3
  430,    652.6,       107,     114,           1.436,    522.1,         23.1
  431,    652.6,       106,       0,           1.102,    522.1,         21.6
  432,      655,       106,       0,           1.578,    522.6,         22.5
  433,    656.2,       105,       0,           1.628,    522.9,         21.9
  434,    657.9,       106,       0,           1.316,    523.3,         21.9
  435,    659.6,       106,       0,           1.394,    523.6,         22.3
  436,    661.6,       107,       0,           1.798,    524.1,         21.9
  437,    663.1,       107,       0,           1.624,    524.4,         21.2
  438,    664.6,       107,     114,            1.69,    524.7,         21.4
  439,    666.2,       107,     114,           1.654,    525.1,         21.5
  440,    668.3,       109,     114,           1.746,    525.5,         21.7
  441,    669.9,       108,     114,           1.656,    525.8,         21.8
  442,    671.4,       109,     114,            1.66,    526.2,         20.2
  443,    673.2,       110,     114,           1.724,    526.6,         20.4
  444,    674.7,       111,     114,           1.698,    526.9,         20.8
  445,    676.1,       111,     114,           1.562,    527.1,         19.6
  446,    676.1,       112,     120,           1.248,    527.1,         19.1
  447,      679,       112,     120,           1.514,    527.7,         19.7
  448,    680.5,       113,     120,           1.444,      528,         19.8
  449,    682.1,       113,     122,           1.488,    528.3,         19.8
  450,    682.1,       114,     122,           1.204,    528.3,         19.4
  451,    685.9,       115,     122,           1.966,    529.1,         19.2
  452,    687.2,       115,     122,           1.652,    529.3,         20.2
  453,    688.8,       115,     122,            1.66,    529.6,         20.2
  454,    690.3,       115,     122,           1.638,    529.9,         19.6
  455,    691.9,       115,     122,           1.952,    530.2,         20.8
  456,    693.5,       115,     122,           1.514,    530.6,           21
  457,    693.5,       115,     122,           1.256,    530.6,         20.5
  458,    696.6,       115,     122,           1.578,    531.2,         21.4
  459,    698.8,       115,     122,           1.688,    531.7,         20.8
  460,      701,       115,     122,           1.832,    532.1,           21
  461,    703.6,       116,     122,           2.016,    532.7,         20.9
  462,    707.1,       116,     122,           2.723,    533.4,         22.5
  463,    708.8,       116,     152,           2.432,    533.8,         22.5
  464,    710.5,       116,     158,           2.342,    534.2,           24
  465,    712.1,       116,     158,           2.219,    534.6,         23.8
  466,    713.8,       116,     160,           2.046,      535,         23.6
  467,    715.9,       116,     160,           1.749,    535.5,           25
  468,    717.6,       116,     160,           1.768,    535.9,         21.5
  469,      719,       117,     160,           1.698,    536.2,         25.7
  470,    720.9,       117,     160,           1.745,    536.8,         25.9
  471,    722.4,       116,     160,           1.716,    536.8,           27
  472,    722.4,       117,     160,           1.306,    537.2,         27.6
  473,    726.3,       117,     160,            1.73,    538.2,         27.7
  474,    727.1,       118,     122,            1.63,    538.5,         31.3
  475,    728.8,       119,     122,           1.578,    538.9,         30.9
  476,    728.8,       120,     124,           1.272,    538.9,         27.2
  477,      732,       120,     124,           1.914,    539.8,         28.1
  478,      732,       120,     124,           1.136,    539.8,         28.1
  479,      732,       120,     124,           0.972,    539.8,         27.4
  480,    733.4,       120,     124,           0.932,    540.2,         28.6
  481,    733.4,       120,     118,           0.932,    540.2,         28.6
  482,    734.8,       120,       0,           0.572,    540.6,         28.8
  483,    736.1,       120,       0,           0.818,      541,         29.2
  484,    737.3,       120,       0,           1.072,    541.3,         29.2
  485,    738.3,       119,       0,           0.972,    541.6,         29.1
  486,    739.3,       119,       0,           1.166,    541.9,         29.2
  487,    740.3,       118,       0,            1.09,    542.2,         29.4
  488,    741.3,       117,       0,           1.054,    542.5,         28.6
  489,    742.6,       117,       0,           1.054,    542.9,         29.6
  490,    743.7,       117,       0,           1.088,    543.2,         29.4
