 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
 5459,  10665.6,       182,     120,            1.35,    621.5,         18.1
 5460,  10666.2,       182,     120,            1.09,    621.6,         18.2
 5461,  10667.2,       182,     116,           0.892,    621.7,         17.8
 5462,  10668.1,       180,     116,           0.804,    621.9,           17
 5463,  10668.9,       181,     120,           0.804,    622.1,         17.4
 5464,  10670.2,       180,     120,            0.91,    622.3,         17.1
 5465,  10671.8,       179,     120,           1.104,    622.6,         16.8
 5466,  10672.8,       179,     120,           1.128,    622.7,         17.3
 5467,  10673.6,       178,       0,           1.102,    622.9,         16.1
 5468,  10674.6,       177,       0,           1.142,      623,         15.9
 5469,  10675.2,       177,       0,           1.006,    623.1,         15.1
 5470,  10676.2,       177,       0,           0.882,    623.3,           15
 5471,  10677.5,       177,       0,           0.948,    623.5,         15.5
 5472,  10679.3,       177,       0,           1.138,    623.7,         14.6
 5473,  10680.9,       177,     118,            1.25,      624,         15.4
 5474,  10681.7,       178,     118,             1.3,    624.1,         14.5
 5475,  10682.4,       178,     118,           1.248,    624.2,           14
 5476,  10683.2,       179,     118,            1.12,    624.3,         14.3
 5477,  10683.8,       179,     118,            0.91,    624.4,         13.1
 5478,    10685,       179,     118,           0.828,    624.6,         12.9
 5479,  10686.3,       179,     118,           0.908,    624.7,         12.8
 5480,  10687.6,       179,     116,           1.032,    624.9,         13.5
 5481,  10689.7,       178,     116,           1.316,    625.2,         12.8
 5482,  10691.6,       178,     116,           1.554,    625.4,         13.3
 5483,  10693.3,       178,     116,            1.66,    625.6,         13.1
 5484,  10694.9,       179,     116,           1.736,    625.9,         12.9
 5485,  10696.8,       179,     116,            1.84,    626.1,         13.3
 5486,  10698.3,       179,     116,           1.706,    626.3,         12.7
 5487,  10699.8,       179,     116,            1.65,    626.5,           12
 5488,  10702.1,       178,       0,           1.754,    626.8,         12.1
 5489,  10704.3,       178,       0,           1.876,      627,           12
 5490,  10705.8,       178,     152,           1.798,    627.2,         12.7
 5491,  10707.5,       178,     152,           1.842,    627.4,         12.4
 5492,  10709.1,       178,     152,            1.85,    627.6,         12.7
 5493,  10710.9,       179,     152,           1.758,    627.9,         12.3
 5494,  10712.5,       178,     156,           1.644,    628.1,         12.6
 5495,  10714.6,       178,     156,           1.762,    628.3,         12.4
 5496,  10716.4,       178,     156,            1.78,    628.5,         11.7
 5497,  10718.6,       178,     156,           1.894,    628.8,         11.8
 5498,  10720.4,       178,     158,           1.902,      629,           12
 5499,    10722,       178,     158,           1.894,    629.2,         12.3
 5500,  10723.5,       178,     158,           1.794,    629.4,         11.7
 5501,  10725.4,       179,     156,             1.8,    629.6,         11.9
 5502,    10727,       179,     154,            1.68,    629.8,         11.5
 5503,  10728.8,       179,     154,            1.68,      630,         11.4
 5504,  10730.5,       179,     154,           1.698,    630.2,           11
 5505,  10732.4,       180,     154,            1.78,    630.4,         10.8
 5506,  10734.1,       180,     154,           1.738,    630.6,         10.4
 5507,  10736.3,       181,     154,           1.862,    630.8,         10.1
 5508,  10738.1,       181,     154,           1.868,      631,          9.7
 5509,  10740.3,       181,     156,           1.954,    631.2,          9.2
 5510,  10742.3,       181,     156,           1.978,    631.4,          9.1
 5511,  10744.8,       181,     156,            2.14,    631.6,          9.5
 5512,  10747.2,       181,     156,           2.182,    631.8,          9.4
 5513,  10749.2,       182,     156,           2.206,      632,          8.8
 5514,  10750.8,       182,     156,           2.106,    632.2,          9.4
 5515,    10753,       182,     156,           2.124,    632.4,          9.6
 5516,    10755,       182,     158,            2.04,    632.5,          9.5
 5517,  10756.8,       182,     160,           1.924,    632.7,          8.7
 5518,  10758.7,       182,     160,           1.906,    632.9,            8
 5519,  10760.7,       182,     160,           1.988,    633.1,          8.6
 5520,  10762.3,       182,     160,           1.862,    633.2,            8
 5521,  10764.2,       182,     158,           1.856,    633.3,          7.8
 5522,  10766.5,       182,     158,            1.95,    633.5,          7.8
 5523,  10768.1,       182,     156,            1.88,    633.6,          7.6
 5524,  10770.2,       182,     156,           1.898,    633.8,            8
 5525,  10772.2,       181,     156,           1.994,      634,          7.7
 5526,  10774.1,       181,     158,            1.97,    634.1,          7.7
 5527,  10775.5,       181,     158,           1.794,    634.2,          6.3
 5528,    10777,       181,     160,           1.776,    634.3,          6.1
 5529,  10778.4,       181,     160,            1.64,    634.4,          5.4
 5530,    10780,       180,     160,           1.548,    634.4,          5.5
 5531,  10781.3,       182,     162,           1.452,    634.5,          5.3
 5532,  10782.1,       180,     162,           1.324,    634.6,          5.1
 5533,  10783.4,       181,     162,           1.282,    634.6,          6.5
 5534,    10785,       180,     162,           1.306,    634.7,          6.2
 5535,  10786.8,       180,     162,           1.356,    634.8,          5.7
 5536,  10788.8,       180,     162,           1.486,    634.9,          6.2
 5537,  10790.7,       180,     164,           1.712,    635.1,          6.1
 5538,  10792.7,       180,     166,           1.864,    635.2,          6.1
 5539,  10794.6,       180,     166,           1.922,    635.3,            6
 5540,  10796.4,       181,     166,           1.934,    635.4,            5
 5541,  10798.2,       181,     164,            1.89,    635.5,          5.7
 5542,  10800.4,       181,     162,           1.934,    635.6,          6.6
 5543,  10802.7,       181,     160,           1.996,    635.7,          6.3
 5544,  10805.1,       181,     160,           2.098,    635.9,          7.2
 5545,  10807.1,       181,     160,           2.134,    636.1,          8.2
 5546,  10809.3,       181,     160,           2.218,    636.2,          7.4
 5547,  10811.4,       181,     160,           2.214,    636.4,          7.5
 5548,  10813.7,       181,     160,           2.202,    636.6,          7.8
 5549,  10815.8,       181,     160,            2.15,    636.7,          7.9
 5550,  10817.7,       181,     158,           2.128,    636.9,          7.9
 5551,  10819.5,       181,     158,           2.046,      637,          8.7
 5552,  10821.6,       181,     158,           2.024,    637.2,          8.8
 5553,  10823.9,       180,     158,           2.038,    637.4,         10.2
 5554,  10826.1,       180,     160,           2.066,    637.6,          9.7
 5555,    10829,       181,     160,           2.264,    637.9,         10.7
 5556,  10831.3,       181,     162,            2.36,    638.2,         11.5
 5557,    10833,       181,     162,           2.278,    638.3,         11.6
 5558,  10835.1,       181,     162,            2.25,    638.6,         11.5
 5559,  10838.3,       181,     160,            2.44,      639,         11.6
 5560,  10840.3,       181,     160,            2.24,    639.2,         11.7
 5561,  10841.8,       181,     158,           2.094,    639.4,         10.6
 5562,  10843.3,       181,     156,           2.064,    639.5,         10.1
 5563,  10844.5,       181,     156,           1.886,    639.7,          9.6
 5564,  10846.4,       181,     156,           1.618,    639.8,          9.3
 5565,  10847.8,       181,     156,           1.514,      640,          9.3
 5566,  10849.3,       181,     154,           1.486,    640.1,          8.6
 5567,  10850.7,       181,     156,           1.482,    640.2,          8.2
 5568,  10852.5,       181,     156,             1.6,    640.4,          7.4
 5569,    10855,       181,     154,           1.724,    640.6,          6.4
 5570,  10857.3,       181,     154,           1.904,    640.7,          5.7
 5571,  10859.9,       181,     154,           2.132,    640.9,          5.3
 5572,  10863.1,       181,     154,           2.488,      641,          4.9
 5573,  10866.5,       180,     162,           2.782,    641.2,          4.8
 5574,  10869.5,       181,     164,           2.888,    641.3,          5.3
 5575,  10872.3,       181,     166,           2.996,    641.5,          5.5
 5576,  10874.5,       181,     166,           2.918,    641.6,          5.9
 5577,  10877.5,       181,     166,           2.868,    641.8,          5.4
 5578,  10879.6,       181,     168,           2.632,    641.9,          6.1
 5579,  10881.8,       181,     168,           2.452,      642,          5.8
 5580,  10883.5,       181,     168,           2.234,    642.1,          5.9
 5581,    10886,       181,     168,             2.3,    642.3,          6.1
 5582,  10887.8,       181,     166,           2.066,    642.4,          6.2
 5583,  10889.8,       181,     166,           2.032,    642.5,          6.5
 5584,  10891.6,       181,     166,           1.962,    642.6,          5.9
 5585,  10893.1,       181,     166,           1.928,    642.7,            6
 5586,  10895.8,       181,     166,           1.952,    642.9,          5.8
 5587,  10897.8,       181,     166,           2.008,      643,          5.2
 5588,  10899.8,       181,     166,           2.002,    643.1,          4.5
 5589,  10901.9,       181,     166,            2.07,    643.2,          4.7
 5590,  10904.6,       181,     166,            2.29,    643.3,          4.7
 5591,  10906.9,       181,     166,           2.234,    643.4,          4.8
 5592,  10908.6,       181,     166,            2.15,    643.5,          4.4
 5593,  10910.4,       181,     166,           2.122,    643.6,          4.6
 5594,  10912.2,       181,     166,           2.062,    643.7,            5
 5595,  10913.7,       181,     166,           1.826,    643.7,          4.9
 5596,  10915.4,       180,     166,           1.698,    643.8,          4.6
 5597,  10916.9,       180,     164,           1.664,    643.9,          5.1
 5598,  10918.9,       177,     162,           1.696,      644,          5.3
 5599,  10921.4,       181,     162,           1.828,    644.1,          5.1
 5600,  10923.9,       181,     162,           2.042,    644.3,          5.8
 5601,  10926.7,       181,     162,           2.258,    644.4,          6.1
 5602,  10928.7,       181,     164,           2.366,    644.5,          6.1
 5603,    10931,       181,     164,           2.432,    644.7,          7.2
 5604,  10932.9,       181,     162,            2.31,    644.8,          8.1
 5605,  10935.3,       181,     158,           2.286,      645,          7.8
 5606,  10937.8,       181,     158,           2.218,    645.2,          8.9
 5607,  10939.9,       180,     158,           2.236,    645.4,          9.6
 5608,  10942.6,       180,     160,           2.314,    645.6,          9.9
 5609,  10945.2,       181,     160,            2.46,    645.9,         10.7
 5610,  10947.9,       181,     160,           2.506,    646.2,           12
 5611,  10950.2,       180,     160,            2.48,    646.5,         12.6
 5612,  10952.2,       180,     160,           2.464,    646.8,         12.3
 5613,  10953.5,       180,     160,           2.168,    646.9,         12.8
 5614,  10954.7,       180,     156,             1.9,    647.1,         11.3
 5615,  10956.6,       181,     156,            1.74,    647.3,         11.1
 5616,    10958,       180,     156,           1.564,    647.5,         11.5
 5617,  10959.8,       180,     156,           1.514,    647.7,         10.4
 5618,  10961.7,       180,     156,           1.642,    647.8,          9.7
 5619,  10963.9,       180,     154,           1.844,    648.1,          8.3
 5620,  10966.3,       180,     152,           1.934,    648.3,          8.8
 5621,  10968.9,       180,     152,            2.18,    648.5,          7.4
 5622,  10971.8,       180,     156,           2.408,    648.7,          6.6
 5623,  10974.8,       180,     162,           2.628,    648.9,          7.2
 5624,  10976.9,       180,     162,            2.59,      649,           10
 5625,  10978.2,       180,     164,           2.398,    649.1,         12.5
 5626,  10980.1,       180,     166,           2.234,    649.3,         13.5
 5627,  10981.9,       180,     166,           2.008,    649.7,         15.9
 5628,  10983.6,       180,     166,           1.754,      650,         15.8
 5629,  10984.6,       180,     166,           1.546,    650.2,           17
 5630,  10985.9,       181,     166,           1.528,    650.4,         18.9
 5631,  10986.3,       181,     166,           1.242,    650.5,         19.3
 5632,    10987,       181,     116,            1.03,    650.6,         18.4
 5633,  10987.8,       181,     114,            0.85,    650.8,         18.5
 5634,  10988.8,       180,     114,           0.842,    650.9,         18.6
 5635,  10989.6,       179,     114,           0.748,    651.1,         18.5
 5636,  10990.4,       179,     114,           0.828,    651.3,         18.9
 5637,  10991.8,       179,       0,           0.946,    651.5,         18.5
 5638,  10992.8,       179,       0,           0.986,    651.7,         18.7
 5639,  10993.3,       180,       0,           0.892,    651.8,         19.4
 5640,  10993.8,       180,     118,           0.836,    651.9,         18.9
 5641,  10994.9,       179,     118,            0.89,    652.1,         18.4
 5642,    10996,       179,     118,           0.838,    652.3,         19.1
 5643,  10997.1,       179,     118,           0.876,    652.5,         18.4
 5644,  10998.5,       179,     118,           1.052,    652.8,         18.9
 5645,  10999.7,       179,     118,           1.172,      653,         18.9
 5646,  11000.8,       180,     118,           1.176,    653.2,         18.8
 5647,  11002.2,       180,     116,           1.258,    653.5,         18.3
 5648,  11003.6,       180,       0,           1.302,    653.7,         17.9
 5649,  11005.5,       180,       0,           1.382,    654.1,         17.7
 5650,  11007.1,       180,       0,           1.496,    654.4,         17.8
 5651,  11008.4,       180,      30,           1.522,    654.6,         18.6
 5652,  11009.7,       180,      30,           1.498,    654.8,         17.9
 5653,  11010.9,       180,      30,           1.458,      655,         17.8
 5654,  11012.3,       180,       0,           1.376,    655.3,         16.9
 5655,  11013.9,       180,       0,           1.348,    655.6,         17.4
 5656,    11015,       180,       0,           1.316,    655.8,         18.1
 5657,  11016.1,       180,       0,           1.274,      656,         18.5
 5658,  11017.2,       180,       0,           1.248,    656.1,         17.5
 5659,  11018.8,       180,       0,           1.284,    656.4,         17.3
 5660,  11020.2,       180,       0,           1.266,    656.7,         17.8
 5661,  11021.2,       180,       0,            1.25,    656.9,         17.1
 5662,  11022.3,       180,       0,            1.24,    657.1,         17.9
 5663,  11023.2,       180,       0,           1.208,    657.2,         17.9
 5664,  11024.3,       180,       0,           1.106,    657.4,         17.7
 5665,  11025.6,       180,     118,           1.086,    657.7,           17
 5666,  11027.2,       180,     118,           1.202,    657.9,         16.9
 5667,  11028.8,       180,     118,           1.304,    658.2,         17.2
 5668,  11030.4,       180,     118,           1.436,    658.5,           17
 5669,  11031.8,       179,     118,             1.5,    658.7,         16.4
 5670,    11033,       179,     120,           1.466,    658.9,         16.9
 5671,  11034.3,       179,     120,            1.41,    659.1,         15.6
 5672,  11035.5,       179,     120,           1.328,    659.3,         15.4
 5673,    11036,       179,     120,            1.12,    659.4,         15.1
 5674,  11037.3,       179,     120,           1.098,    659.6,         14.6
 5675,  11038.3,       179,     120,           1.062,    659.7,         14.5
 5676,  11039.8,       179,     120,           1.096,    659.9,         13.2
 5677,  11040.8,       179,     150,            1.07,    660.1,           13
 5678,  11042.4,       179,     150,           1.278,    660.3,         12.3
 5679,  11044.6,       179,     150,           1.462,    660.6,         12.1
 5680,  11046.1,       179,     150,            1.56,    660.7,           11
 5681,  11048.1,       178,     150,           1.664,      661,         10.3
 5682,  11050.5,       179,     150,           1.936,    661.2,         10.1
 5683,  11052.6,       179,     158,            2.04,    661.4,         10.7
 5684,  11054.3,       179,     158,            1.95,    661.6,         11.4
 5685,  11056.5,       178,     158,            2.08,    661.8,         10.6
 5686,  11058.4,       178,     158,           2.064,    662.1,         11.7
 5687,  11060.1,       178,     160,            1.93,    662.3,         10.9
 5688,  11061.8,       178,     160,           1.844,    662.4,         11.4
 5689,  11063.7,       178,     160,           1.878,    662.7,         11.4
 5690,  11065.3,       179,     160,           1.764,    662.8,         11.1
 5691,  11066.4,       180,       0,           1.606,      663,         10.8
 5692,  11067.8,       181,       0,           1.542,    663.1,           12
 5693,    11069,       181,       0,            1.43,    663.3,         11.1
 5694,  11070.1,       181,     120,            1.27,    663.4,         11.1
 5695,  11071.3,       181,     120,           1.196,    663.5,         10.2
 5696,  11072.6,       181,     120,           1.238,    663.7,          9.4
 5697,  11074.6,       180,     120,           1.342,    663.9,          9.2
 5698,    11077,       179,     120,           1.604,    664.1,          8.7
 5699,  11079.6,       178,     120,             1.9,    664.3,          8.8
 5700,    11082,       177,     160,            2.15,    664.5,          9.2
 5701,    11084,       177,     160,           2.286,    664.7,          8.9
 5702,  11085.9,       177,     158,           2.272,    664.9,          9.6
 5703,  11087.9,       178,     158,           2.178,    665.1,          9.8
 5704,  11089.6,       178,     162,           2.014,    665.2,           10
 5705,  11091.4,       179,     162,           1.872,    665.4,           10
 5706,  11093.2,       180,     162,           1.832,    665.6,           10
 5707,    11095,       180,     158,           1.822,    665.8,         10.9
 5708,    11097,       180,     158,            1.82,      666,         11.1
 5709,  11098.9,       181,     158,           1.848,    666.2,         11.9
 5710,  11100.6,       181,     160,           1.844,    666.4,         12.8
 5711,  11102.2,       181,     160,           1.796,    666.6,         13.3
 5712,  11104.1,       181,     160,            1.82,    666.9,         13.8
 5713,    11106,       181,     158,            1.81,    667.2,           15
 5714,  11107.5,       181,     158,            1.72,    667.4,         15.4
 5715,    11109,       181,     158,           1.686,    667.6,         15.5
 5716,  11110.5,       181,     158,           1.674,    667.9,         15.5
 5717,  11112.6,       181,     158,           1.692,    668.2,           16
 5718,  11114.5,       181,     156,           1.688,    668.5,         17.4
 5719,  11116.3,       181,     156,            1.77,    668.8,         16.1
 5720,  11118.1,       181,     156,           1.812,    669.1,         16.4
 5721,  11119.4,       179,     156,           1.772,    669.4,         15.8
 5722,  11121.1,       181,     156,           1.706,    669.6,           15
 5723,  11122.5,       181,     156,           1.618,    669.9,         14.2
 5724,  11123.5,       181,     154,           1.442,      670,         12.8
 5725,  11125.2,       180,     154,           1.416,    670.2,         11.9
 5726,    11127,       180,     154,           1.512,    670.4,         10.7
 5727,  11128.7,       180,     154,           1.508,    670.6,         10.7
 5728,  11130.3,       180,     154,            1.56,    670.8,          9.3
 5729,    11132,       180,     154,           1.696,    670.9,          8.9
 5730,  11133.8,       181,     154,            1.72,    671.1,          7.6
 5731,  11135.2,       181,     156,           1.638,    671.2,          5.9
 5732,    11137,       181,     158,           1.678,    671.3,          6.2
 5733,  11139.2,       181,     158,           1.772,    671.4,            5
 5734,  11140.5,       181,     158,           1.704,    671.4,          4.2
 5735,  11143.3,       181,     160,             1.9,    671.6,          4.9
 5736,  11145.9,       181,     160,           2.146,    671.7,          5.5
 5737,  11148.9,       181,     160,           2.362,    671.8,          4.9
 5738,  11151.5,       181,     162,           2.456,      672,          7.1
 5739,  11153.5,       181,     162,           2.596,    672.1,            9
 5740,  11155.9,       181,     162,           2.518,    672.3,         10.4
 5741,  11158.6,       181,     164,           2.538,    672.6,           12
 5742,    11161,       181,     164,           2.432,    672.9,         13.7
 5743,    11163,       181,     162,           2.314,    673.2,         14.5
 5744,  11164.4,       181,     162,           2.168,    673.4,         15.9
 5745,  11165.4,       181,     162,           1.898,    673.6,           16
 5746,  11166.2,       180,     162,           1.532,    673.8,         18.5
 5747,  11166.9,       180,     162,           1.176,    673.9,         19.5
 5748,    11168,       180,     162,           0.988,    674.1,         20.5
 5749,  11169.2,       180,     162,           0.968,    674.3,         20.7
 5750,  11170.1,       180,     112,           0.956,    674.5,         21.5
 5751,  11171.3,       180,     112,           1.012,    674.8,         21.9
 5752,  11173.8,       178,     112,           1.382,    675.3,         23.1
 5753,  11174.6,       177,     106,            1.32,    675.5,         24.1
 5754,    11176,       175,     106,           1.354,    675.8,         25.5
 5755,  11177.4,       175,     106,            1.45,    676.2,         25.8
 5756,  11178.8,       174,       0,           1.506,    676.6,         29.2
 5757,    11180,       174,       0,           1.232,    676.9,         29.4
 5758,  11180.7,       174,       0,            1.23,    677.2,         30.3
 5759,  11182.2,       174,       0,           1.238,    677.6,         30.2
 5760,  11183.7,       174,       0,           1.266,    678.1,         30.8
 5761,  11184.4,       175,       0,           1.118,    678.4,         30.8
 5762,  11184.8,       175,       0,           0.962,    678.5,         31.1
 5763,  11185.5,       176,     108,            0.96,    678.7,         30.5
 5764,  11186.6,       176,     108,            0.88,      679,         30.7
 5765,  11187.8,       176,     108,            0.81,    679.4,         30.3
 5766,  11188.8,       177,     102,            0.87,    679.7,         30.5
 5767,  11189.9,       177,     102,           1.018,      680,         29.8
 5768,  11191.2,       177,     102,           1.138,    680.4,         30.4
 5769,    11192,       177,     102,           1.088,    680.6,         31.9
 5770,  11192.9,       177,     112,           1.028,    680.9,         31.4
 5771,  11193.6,       177,     114,            0.97,    681.1,         31.7
 5772,  11194.8,       177,     114,           0.996,    681.5,           32
 5773,    11196,       177,     108,           0.964,    681.9,           33
 5774,  11196.9,       177,     108,           0.984,    682.3,         32.9
 5775,    11198,       178,     112,           1.008,    682.6,           33
 5776,  11198.9,       178,     112,           1.048,    682.9,         32.9
 5777,  11199.9,       178,     112,           1.004,    683.2,         33.9
 5778,  11200.6,       178,     112,           0.918,    683.5,         34.7
 5779,  11201.5,       179,     112,           0.924,    683.8,         34.7
 5780,    11202,       179,       0,           0.816,    683.9,         34.3
 5781,  11202.9,       179,       0,           0.808,    684.2,         33.5
 5782,  11203.5,       179,       0,           0.734,    684.4,         33.4
 5783,  11203.6,       179,       0,             0.6,    684.5,         33.5
 5784,  11204.2,       179,       0,           0.526,    684.7,         33.9
 5785,  11204.7,       179,       0,           0.526,    684.9,         33.8
 5786,    11205,       179,       0,            0.41,      685,           34
 5787,  11205.3,       179,       0,            0.35,    685.1,         34.7
 5788,  11206.3,       180,     118,           0.524,    685.4,         34.6
 5789,  11206.8,       180,     118,           0.518,    685.6,         34.7
 5790,  11207.7,       180,     118,           0.606,    685.9,         34.9
 5791,  11208.7,       180,     118,           0.748,    686.2,         34.9
 5792,  11209.8,       180,       0,             0.9,    686.6,         34.9
 5793,  11210.8,       180,       0,            0.91,    686.9,           35
 5794,  11212.1,       180,       0,           1.072,    687.4,         34.5
 5795,    11213,       180,       0,           1.064,    687.7,         34.8
 5796,  11213.9,       180,       0,           1.046,      688,         34.5
 5797,  11214.5,       181,       0,            0.94,    688.3,         33.8
 5798,  11215.3,       181,       0,           0.892,    688.6,         34.2
 5799,  11216.4,       181,       0,           0.862,      689,         32.4
 5800,  11217.8,       181,     104,            0.95,    689.4,           32
 5801,  11218.6,       182,     104,           0.944,    689.7,         30.8
 5802,  11219.7,       182,     104,            1.04,      690,         29.7
 5803,  11221.3,       182,     104,           1.212,    690.5,         28.7
 5804,  11222.9,       182,     104,           1.296,    690.9,         28.5
 5805,  11224.6,       182,     106,            1.36,    691.4,         28.4
 5806,  11225.7,       182,     106,           1.412,    691.7,         27.7
 5807,  11226.9,       182,     106,           1.438,      692,         26.9
 5808,  11227.9,       182,     106,           1.322,    692.3,         28.9
 5809,  11228.9,       182,     106,            1.19,    692.6,         28.3
 5810,  11229.8,       182,     106,           1.048,    692.8,         28.4
 5811,  11230.7,       182,     106,               1,      693,         28.7
 5812,  11231.7,       182,     106,            0.97,    693.3,         28.5
 5813,  11232.3,       182,     106,           0.862,    693.6,         28.4
 5814,  11233.5,       182,     106,           0.928,    693.9,         28.6
 5815,  11234.3,       181,     106,           0.904,    694.2,         24.9
 5816,  11234.8,       181,     106,           0.816,    694.3,         25.2
 5817,  11235.8,       181,       0,           0.816,    694.6,         27.5
 5818,  11236.4,       181,       0,           0.824,    694.7,         27.3
 5819,  11236.4,       181,       0,           0.574,    694.7,         25.9
 5820,  11237.1,       181,       0,           0.556,    694.9,           25
 5821,  11238.1,       181,       0,            0.66,    695.2,         24.5
 5822,  11240.5,       181,       0,           0.938,    695.5,         23.6
 5823,  11240.5,       181,       0,           0.826,    695.8,         23.9
 5824,    11242,       181,       0,           1.124,    696.1,         22.8
 5825,  11243.1,       181,       0,           1.194,    696.4,         22.6
 5826,  11244.7,       180,       0,           1.326,    696.7,         25.1
 5827,  11245.8,       180,       0,           1.058,      697,         24.4
 5828,  11246.8,       180,       0,           1.266,    697.2,           21
 5829,  11248.1,       180,       0,           1.216,    697.4,         20.6
 5830,  11249.1,       181,       0,            1.21,    697.7,         21.5
 5831,  11250.5,       181,       0,           1.152,      698,         20.7
 5832,  11251.5,       181,       0,           1.152,    698.2,         20.1
 5833,  11252.9,       181,       0,            1.22,    698.4,         19.8
 5834,  11253.8,       181,     100,           1.136,    698.6,         20.7
 5835,  11254.5,       181,     100,           1.068,    698.8,         19.1
 5836,  11255.4,       181,     100,           0.978,    698.9,         19.6
 5837,  11256.2,       182,     104,           0.938,    699.1,         20.3
 5838,  11257.4,       181,     104,           0.898,    699.3,           20
 5839,  11259.2,       181,     104,           1.088,    699.7,         18.8
 5840,    11261,       181,     104,           1.298,      700,         19.5
 5841,  11262.8,       180,     104,           1.486,    700.4,         19.8
 5842,  11264.3,       181,     104,           1.606,    700.7,         19.7
 5843,  11266.2,       181,     104,           1.754,      701,         19.6
 5844,    11268,       181,     108,           1.764,    701.4,         18.9
 5845,  11269.4,       181,     108,           1.682,    701.7,         19.1
 5846,  11270.6,       182,     108,            1.56,    701.9,         19.3
 5847,  11271.7,       182,     108,           1.478,    702.1,         19.4
 5848,  11272.8,       182,       0,           1.332,    702.3,         19.4
 5849,  11273.7,       182,       0,            1.14,    702.5,         19.3
 5850,  11274.6,       182,       0,           1.056,    702.7,         19.2
 5851,  11275.6,       182,       0,            1.01,    702.9,         19.9
 5852,    11276,       182,       0,           0.864,    702.9,         19.1
 5853,    11277,       182,       0,           0.828,    703.1,         19.4
 5854,  11277.7,       182,       0,           0.802,    703.3,         19.1
 5855,  11278.9,       182,       0,           0.854,    703.5,         19.1
 5856,  11279.8,       182,       0,            0.83,    703.7,           19
 5857,  11281.6,       182,       0,            1.13,    704.1,         19.6
 5858,  11283.2,       182,       0,           1.238,    704.3,         19.9
 5859,  11284.2,       182,       0,           1.296,    704.5,         19.2
 5860,  11285.1,       182,       0,            1.24,    704.7,         18.7
 5861,  11285.6,       182,       0,           1.166,    704.8,         18.5
 5862,  11286.2,       182,       0,           0.906,    704.9,         19.1
 5863,  11287.5,       182,     110,           0.868,    705.2,         19.9
 5864,  11289.2,       182,     110,               1,    705.5,         19.3
 5865,  11290.5,       181,     108,           1.074,    705.7,         19.2
 5866,  11291.9,       181,     108,           1.256,      706,         19.2
 5867,  11293.1,       182,     110,           1.396,    706.2,         18.7
 5868,  11294.2,       182,     110,           1.338,    706.5,         18.9
 5869,  11295.5,       182,       0,           1.254,    706.7,         19.5
 5870,  11296.6,       182,       0,            1.22,    706.9,         18.7
 5871,  11298.2,       182,       0,           1.268,    707.2,           19
 5872,  11299.1,       182,       0,           1.192,    707.4,         17.9
 5873,  11300.3,       182,       0,           1.216,    707.6,         18.1
 5874,  11301.3,       182,       0,           1.156,    707.8,         18.6
 5875,  11303.2,       182,       0,           1.314,    708.1,         18.7
 5876,  11304.8,       182,       0,           1.316,    708.4,         18.3
 5877,  11306.5,       182,       0,           1.478,    708.7,         19.2
 5878,  11307.3,       182,       0,           1.408,    708.9,         19.7
 5879,  11308.4,       183,       0,            1.43,    709.1,         21.1
 5880,  11309.5,       183,       0,            1.27,    709.3,         20.8
 5881,    11310,       182,       0,           1.044,    709.4,         21.8
 5882,  11310.7,       182,       0,           0.848,    709.6,         22.3
 5883,  11311.9,       182,       0,           0.916,    709.9,         23.2
 5884,  11313.1,       182,       0,            0.94,    710.2,         23.7
 5885,  11314.2,       182,       0,           0.942,    710.4,         24.4
 5886,  11314.9,       182,       0,           0.978,    710.6,         24.7
 5887,  11315.7,       182,       0,           0.994,    710.8,         24.6
 5888,  11316.8,       182,       0,            0.98,      711,         24.6
 5889,  11318.1,       182,     110,           0.998,    711.4,         24.9
 5890,  11319.4,       182,     110,           1.034,    711.7,         24.9
 5891,  11320.2,       182,     110,           1.048,    711.9,         24.8
 5892,  11321.7,       182,       0,           1.202,    712.3,         24.8
 5893,  11323.3,       182,       0,           1.292,    712.7,         24.3
 5894,  11324.6,       182,       0,            1.31,      713,         25.1
 5895,  11325.8,       182,     112,           1.282,    713.3,         25.4
 5896,  11327.3,       181,     112,           1.424,    713.6,         25.3
 5897,  11328.4,       182,     112,           1.334,    713.9,         25.8
 5898,  11330.2,       182,     112,           1.376,    714.4,         25.8
 5899,  11332.4,       182,     112,           1.546,      715,         26.4
 5900,  11334.3,       182,       0,           1.712,    715.5,         26.2
 5901,  11335.9,       182,       0,           1.714,    715.9,         27.3
 5902,  11337.2,       182,       0,            1.77,    716.3,         29.4
 5903,  11337.9,       182,       0,           1.552,    716.4,         29.1
 5904,  11338.3,       182,       0,           1.184,    716.5,         29.8
 5905,    11339,       182,       0,           0.928,    716.8,           31
 5906,  11340.1,       182,       0,            0.85,    717.2,         31.5
 5907,    11341,       182,       0,           0.758,    717.6,         32.1
 5908,    11342,       181,       0,           0.816,    717.8,         32.9
 5909,  11342.8,       181,       0,           0.896,    718.1,           33
 5910,  11343.4,       182,       0,           0.878,    718.3,         34.2
 5911,  11343.7,       182,       0,           0.718,    718.4,         34.6
 5912,  11344.3,       182,       0,            0.65,    718.6,         34.1
 5913,  11345.1,       182,       0,           0.628,    718.9,         33.4
 5914,  11346.1,       182,       0,           0.674,    719.2,         31.9
 5915,    11347,       182,       0,           0.714,    719.5,         33.9
 5916,  11347.8,       182,       0,            0.83,    719.8,         33.9
 5917,  11348.2,       182,       0,           0.776,    719.9,         34.2
